1.000000e+00 2.036535e-03 
1.100000e+01 2.036534e-03 
2.100000e+01 2.036533e-03 
3.100000e+01 2.036532e-03 
4.100000e+01 2.036532e-03 
5.100000e+01 2.036531e-03 
6.100000e+01 2.036530e-03 
7.100000e+01 2.036529e-03 
8.100000e+01 2.036529e-03 
9.100000e+01 2.036528e-03 
1.010000e+02 2.036527e-03 
1.110000e+02 2.036526e-03 
1.210000e+02 2.036526e-03 
1.310000e+02 2.036525e-03 
1.410000e+02 2.036524e-03 
1.510000e+02 2.036523e-03 
1.610000e+02 2.036522e-03 
1.710000e+02 2.036522e-03 
1.810000e+02 2.036521e-03 
1.910000e+02 2.036520e-03 
2.010000e+02 2.036519e-03 
2.110000e+02 2.036519e-03 
2.210000e+02 2.036518e-03 
2.310000e+02 2.036517e-03 
2.410000e+02 2.036516e-03 
2.510000e+02 2.036516e-03 
2.610000e+02 2.036515e-03 
2.710000e+02 2.036514e-03 
2.810000e+02 2.036513e-03 
2.910000e+02 2.036512e-03 
3.010000e+02 2.036512e-03 
3.110000e+02 2.036511e-03 
3.210000e+02 2.036510e-03 
3.310000e+02 2.036509e-03 
3.410000e+02 2.036509e-03 
3.510000e+02 2.036508e-03 
3.610000e+02 2.036507e-03 
3.710000e+02 2.036506e-03 
3.810000e+02 2.036505e-03 
3.910000e+02 2.036505e-03 
4.010000e+02 2.036504e-03 
4.110000e+02 2.036503e-03 
4.210000e+02 2.036502e-03 
4.310000e+02 2.036502e-03 
4.410000e+02 2.036501e-03 
4.510000e+02 2.036500e-03 
4.610000e+02 2.036499e-03 
4.710000e+02 2.036499e-03 
4.810000e+02 2.036498e-03 
4.910000e+02 2.036497e-03 
5.010000e+02 2.036496e-03 
5.110000e+02 2.036495e-03 
5.210000e+02 2.036495e-03 
5.310000e+02 2.036494e-03 
5.410000e+02 2.036493e-03 
5.510000e+02 2.036492e-03 
5.610000e+02 2.036492e-03 
5.710000e+02 2.036491e-03 
5.810000e+02 2.036490e-03 
5.910000e+02 2.036489e-03 
6.010000e+02 2.036488e-03 
6.110000e+02 2.036488e-03 
6.210000e+02 2.036487e-03 
6.310000e+02 2.036486e-03 
6.410000e+02 2.036485e-03 
6.510000e+02 2.036485e-03 
6.610000e+02 2.036484e-03 
6.710000e+02 2.036483e-03 
6.810000e+02 2.036482e-03 
6.910000e+02 2.036481e-03 
7.010000e+02 2.036481e-03 
7.110000e+02 2.036480e-03 
7.210000e+02 2.036479e-03 
7.310000e+02 2.036478e-03 
7.410000e+02 2.036478e-03 
7.510000e+02 2.036477e-03 
7.610000e+02 2.036476e-03 
7.710000e+02 2.036475e-03 
7.810000e+02 2.036474e-03 
7.910000e+02 2.036474e-03 
8.010000e+02 2.036473e-03 
8.110000e+02 2.036472e-03 
8.210000e+02 2.036471e-03 
8.310000e+02 2.036471e-03 
8.410000e+02 2.036470e-03 
8.510000e+02 2.036469e-03 
8.610000e+02 2.036468e-03 
8.710000e+02 2.036467e-03 
8.810000e+02 2.036467e-03 
8.910000e+02 2.036466e-03 
9.010000e+02 2.036465e-03 
9.110000e+02 2.036464e-03 
9.210000e+02 2.036464e-03 
9.310000e+02 2.036463e-03 
9.410000e+02 2.036462e-03 
9.510000e+02 2.036461e-03 
9.610000e+02 2.036460e-03 
9.710000e+02 2.036460e-03 
9.810000e+02 2.036459e-03 
9.910000e+02 2.036458e-03 
1.001000e+03 2.036457e-03 
1.011000e+03 2.036457e-03 
1.021000e+03 2.036456e-03 
1.031000e+03 2.036455e-03 
1.041000e+03 2.036454e-03 
1.051000e+03 2.036453e-03 
1.061000e+03 2.036453e-03 
1.071000e+03 2.036452e-03 
1.081000e+03 2.036451e-03 
1.091000e+03 2.036450e-03 
1.101000e+03 2.036449e-03 
1.111000e+03 2.036449e-03 
1.121000e+03 2.036448e-03 
1.131000e+03 2.036447e-03 
1.141000e+03 2.036446e-03 
1.151000e+03 2.036446e-03 
1.161000e+03 2.036445e-03 
1.171000e+03 2.036444e-03 
1.181000e+03 2.036443e-03 
1.191000e+03 2.036442e-03 
1.201000e+03 2.036442e-03 
1.211000e+03 2.036441e-03 
1.221000e+03 2.036440e-03 
1.231000e+03 2.036439e-03 
1.241000e+03 2.036438e-03 
1.251000e+03 2.036438e-03 
1.261000e+03 2.036437e-03 
1.271000e+03 2.036436e-03 
1.281000e+03 2.036435e-03 
1.291000e+03 2.036435e-03 
1.301000e+03 2.036434e-03 
1.311000e+03 2.036433e-03 
1.321000e+03 2.036432e-03 
1.331000e+03 2.036431e-03 
1.341000e+03 2.036431e-03 
1.351000e+03 2.036430e-03 
1.361000e+03 2.036429e-03 
1.371000e+03 2.036428e-03 
1.381000e+03 2.036427e-03 
1.391000e+03 2.036427e-03 
1.401000e+03 2.036426e-03 
1.411000e+03 2.036425e-03 
1.421000e+03 2.036424e-03 
1.431000e+03 2.036424e-03 
1.441000e+03 2.036423e-03 
1.451000e+03 2.036422e-03 
1.461000e+03 2.036421e-03 
1.471000e+03 2.036420e-03 
1.481000e+03 2.036420e-03 
1.491000e+03 2.036419e-03 
1.501000e+03 2.036418e-03 
1.511000e+03 2.036417e-03 
1.521000e+03 2.036416e-03 
1.531000e+03 2.036416e-03 
1.541000e+03 2.036415e-03 
1.551000e+03 2.036414e-03 
1.561000e+03 2.036413e-03 
